region,year,quarter,gdp
Belgium,2017,2,131761.4517330135
Belgium,2017,3,126068.4388280388
Belgium,2017,4,137635.9945701567
Belgium,2018,1,129075.9798977724
Belgium,2018,2,136174.3858259871
Belgium,2018,3,130347.86058380459
Belgium,2018,4,143626.48233171718
Belgium,2019,1,133757.1098260143
Belgium,2019,2,140747.7689557806
Belgium,2019,3,135175.385618634
Belgium,2019,4,148031.21829872188
Belgium,2020,1,133119.9983221455
Belgium,2020,2,121447.03810328459
Czech Republic,2011,1,41126.1722026884
Czech Republic,2011,2,44739.6550230864
Czech Republic,2011,3,44922.575866572195
Czech Republic,2011,4,46431.6182937168
Czech Republic,2012,1,42040.8636706986
Czech Republic,2012,2,44932.3915569572
Czech Republic,2012,3,44942.0763714704
Czech Republic,2012,4,46464.642638701
Czech Republic,2013,1,41700.9354063434
Czech Republic,2013,2,45144.759471598
Czech Republic,2013,3,45908.202057097995
Czech Republic,2013,4,47977.436840837196
Czech Republic,2014,1,43535.9023795606
Czech Republic,2014,2,47492.847112852396
Czech Republic,2014,3,48707.6805801906
Czech Republic,2014,4,49848.874556996
Czech Republic,2015,1,46529.8188228574
Czech Republic,2015,2,50750.4348125356
Czech Republic,2015,3,51659.0623651524
Czech Republic,2015,4,52844.143384301395
Czech Republic,2016,1,48640.4976326666
Czech Republic,2016,2,53007.999975795
Czech Republic,2016,3,53090.277273866595
Czech Republic,2016,4,54526.203713965595
Czech Republic,2017,1,50982.3468573652
Czech Republic,2017,2,56071.4115070176
Czech Republic,2017,3,56932.8364952052
Czech Republic,2017,4,58971.0536973278
Czech Republic,2018,1,54432.452964466196
Czech Republic,2018,2,59229.9261717482
Czech Republic,2018,3,59927.5381937328
Czech Republic,2018,4,62369.0712074524
Czech Republic,2019,1,57932.073776398196
Czech Republic,2019,2,62859.5067243776
Czech Republic,2019,3,64139.6036264534
Czech Republic,2019,4,65856.12793569159
Czech Republic,2020,1,59048.052335236796
Czech Republic,2020,2,58357.071357423396
Denmark,2011,1,70747.36068702088
Denmark,2011,2,73404.99363469493
Denmark,2011,3,71814.49754675305
Denmark,2011,4,74555.50301951011
Denmark,2012,1,71985.63145248474
Denmark,2012,2,75139.22080974688
Denmark,2012,3,74579.90128109572
Denmark,2012,4,76391.69636580508
Denmark,2013,1,73031.05999436512
Denmark,2013,2,76690.87788553217
Denmark,2013,3,75848.61088354744
Denmark,2013,4,77980.47781124998
Denmark,2014,1,75443.26310499296
Denmark,2014,2,77899.59073125436
Denmark,2014,3,77654.69573682187
Denmark,2014,4,80652.8661227972
Denmark,2015,1,78001.7771318089
Denmark,2015,2,80780.86654479727
Denmark,2015,3,79574.8121814787
Denmark,2015,4,81974.91841063695
Denmark,2016,1,79402.29397721733
Denmark,2016,2,84016.64862725916
Denmark,2016,3,82036.3466578915
Denmark,2016,4,86116.97557141614
Denmark,2017,1,83008.6905296708
Denmark,2017,2,86897.37386752325
Denmark,2017,3,84279.27208127061
Denmark,2017,4,87973.30416905192
Denmark,2018,1,84211.50437597674
Denmark,2018,2,89315.68047621376
Denmark,2018,3,87948.96883012675
Denmark,2018,4,91827.34858233214
Denmark,2019,1,87435.01653965283
Denmark,2019,2,91935.00925434499
Denmark,2019,3,90585.85303052071
Denmark,2019,4,94131.60786897516
Denmark,2020,1,88916.76653968928
Denmark,2020,2,85738.35419288356
Finland,2011,1,55185.099379224
Finland,2011,2,58332.00859042889
Finland,2011,3,57473.5476853998
Finland,2011,4,60896.8508578419
Finland,2012,1,57165.532381139696
Finland,2012,2,59185.784852047196
Finland,2012,3,57981.8314954716
Finland,2012,4,61113.515615591394
Finland,2013,1,56856.3459160269
Finland,2013,2,60484.6022376915
Finland,2013,3,59511.3675690978
Finland,2013,4,62440.440861700496
Finland,2014,1,57775.70718539639
Finland,2014,2,61031.5343559024
Finland,2014,3,60265.595158236596
Finland,2014,4,63236.830241536496
Finland,2015,1,58575.6100477905
Finland,2015,2,62584.493646582596
Finland,2015,3,61412.16163302989
Finland,2015,4,64993.5715205865
Finland,2016,1,60346.405257072896
Finland,2016,2,64270.965274470596
Finland,2016,3,63392.5946349456
Finland,2016,4,66738.6011911095
Finland,2017,1,62928.814937276395
Finland,2017,2,66598.0618887855
Finland,2017,3,65490.143722131295
Finland,2017,4,69586.8643848759
Finland,2018,1,65330.865846164095
Finland,2018,2,68976.68958061919
Finland,2018,3,67746.97068528419
Finland,2018,4,71603.6033732253
Finland,2019,1,67040.7606911061
Finland,2019,2,71340.0921813678
Finland,2019,3,70120.9137337071
Finland,2019,4,73228.0034759202
Finland,2020,1,67390.9377860634
Finland,2020,2,67886.3388267555
France,2011,1,595887.8130146126
France,2011,2,604883.4995242014
France,2011,3,590876.4157259094
France,2011,4,619032.2937856701
France,2012,1,607721.2222702935
France,2012,2,612118.9312721819
France,2012,3,599653.0951560432
France,2012,4,626832.225064652
France,2013,1,610787.321382662
France,2013,2,621901.6378747851
France,2013,3,609585.7103477919
France,2013,4,637293.0338009684
France,2014,1,622203.7973747817
France,2014,2,628399.2382855647
France,2014,3,619001.8436034998
France,2014,4,648116.9024016218
France,2015,1,636018.8107932309
France,2015,2,643135.9552950887
France,2015,3,632871.9015820259
France,2015,4,662690.8280526206
France,2016,1,648908.6071380471
France,2016,2,657755.5562193429
France,2016,3,638911.5780993998
France,2016,4,670947.5120641557
France,2017,1,662728.305199907
France,2017,2,671760.2976959294
France,2017,3,660109.5895332699
France,2017,4,695844.0494708522
France,2018,1,682321.826265578
France,2018,2,688610.960044577
France,2018,3,678497.9860815125
France,2018,4,715313.427486137
France,2019,1,700117.6154223545
France,2019,2,710443.7406606105
France,2019,3,700103.5614921221
France,2019,4,730230.5032669769
France,2020,1,677712.1371493508
France,2020,2,599653.0951560432
France,2020,3,673621.2722908697
Germany,2011,1,771806.7135378269
Germany,2011,2,773458.050340134
Germany,2011,3,799071.3381886829
Germany,2011,4,810255.924331968
Germany,2012,1,794644.3501654769
Germany,2012,2,787148.9207081969
Germany,2012,3,811544.2012699379
Germany,2012,4,821862.1283822249
Germany,2013,1,799153.319448372
Germany,2013,2,811532.4896614109
Germany,2013,3,836993.5265991089
Germany,2013,4,844863.727529253
Germany,2014,1,839370.9831300899
Germany,2014,2,840143.949292872
Germany,2014,3,867502.266811944
Germany,2014,4,881474.215784655
Germany,2015,1,863391.492218967
Germany,2015,2,868977.929486346
Germany,2015,3,896722.7300868089
Germany,2015,4,915051.3974315639
Germany,2016,1,893537.172567465
Germany,2016,2,912427.9971215159
Germany,2016,3,924022.4895632459
Germany,2016,4,941297.1121405709
Germany,2017,1,933344.929950738
Germany,2017,2,935804.367741408
Germany,2017,3,962565.3932256029
Germany,2017,4,986105.7263648729
Germany,2018,1,961698.7341946049
Germany,2018,2,973316.6498533889
Germany,2018,3,983540.88409746
Germany,2018,4,1012339.729465353
Germany,2019,1,990591.272430714
Germany,2019,2,991902.9725857379
Germany,2019,3,1019085.615976905
Germany,2019,4,1037812.478011578
Germany,2020,1,997606.5259383869
Germany,2020,2,900353.328730179
Germany,2020,3,987721.928341599
Greece,2011,1,57168.81163152726
Greece,2011,2,62149.64162197508
Greece,2011,3,62983.976613438565
Greece,2011,4,60161.71319060211
Greece,2012,1,52848.39924591696
Greece,2012,2,56601.85266273518
Greece,2012,3,58262.32451969325
Greece,2012,4,56217.946135220125
Greece,2013,1,49513.63583393898
Greece,2013,2,53716.69790210873
Greece,2013,3,55901.732704991126
Greece,2013,4,52443.17759088276
Greece,2014,1,47820.8399374464
Greece,2014,2,52228.26957441231
Greece,2014,3,56350.75577591631
Greece,2014,4,52835.7507087078
Greece,2015,1,47685.33662678901
Greece,2015,2,52347.72798138771
Greece,2015,3,54704.923429616996
Greece,2015,4,52859.99373835868
Greece,2016,1,47110.647996369116
Greece,2016,2,52325.94438952748
Greece,2016,3,55082.037224186395
Greece,2016,4,52177.20696123458
Greece,2017,1,47798.5878812451
Greece,2017,2,53199.39615347115
Greece,2017,3,56798.37345381825
Greece,2017,4,53267.44059901302
Greece,2018,1,49101.621445959114
Greece,2018,2,54209.75662109543
Greece,2018,3,58644.47430592926
Greece,2018,4,54373.4849083029
Greece,2019,1,49882.0830381984
Greece,2019,2,55966.2636679749
Greece,2019,3,59640.897959406415
Greece,2019,4,54052.35260249256
Greece,2020,1,48514.05004615953
Greece,2020,2,46389.21291110592
Hungary,2011,1,20318.5381365996
Hungary,2011,2,22548.8177140824
Hungary,2011,3,23576.0678381604
Hungary,2011,4,25616.1623273484
Hungary,2012,1,20925.9992763648
Hungary,2012,2,22962.1047269148
Hungary,2012,3,23953.111124226
Hungary,2012,4,25571.313905090403
Hungary,2013,1,21550.57936737
Hungary,2013,2,24266.000333022002
Hungary,2013,3,25248.547384428002
Hungary,2013,4,26774.265838716
Hungary,2014,1,23328.175734232802
Hungary,2014,2,26131.8142086144
Hungary,2014,3,27391.436330826
Hungary,2014,4,28905.5074382892
Hungary,2015,1,24759.5332372896
Hungary,2015,2,27615.3296031096
Hungary,2015,3,28921.8479617464
Hungary,2015,4,31550.488764574802
Hungary,2016,1,25609.5020863188
Hungary,2016,2,29161.3356296124
Hungary,2016,3,29971.5626718384
Hungary,2016,4,32078.1400616628
Hungary,2017,1,27573.494762268
Hungary,2017,2,31291.9280010348
Hungary,2017,3,32508.2327166276
Hungary,2017,4,35349.9624725136
Hungary,2018,1,30302.262049905603
Hungary,2018,2,34441.230400860004
Hungary,2018,3,36126.113111799605
Hungary,2018,4,39140.9380746576
Hungary,2019,1,33486.816569322
Hungary,2019,2,37951.500422539204
Hungary,2019,3,39462.070219975205
Hungary,2019,4,42569.111420173205
Hungary,2020,1,35481.080719048805
Hungary,2020,2,34984.3888837788
Iceland,2011,1,2954.61128648052
Iceland,2011,2,3076.0648751307604
Iceland,2011,3,3301.9908668028
Iceland,2011,4,3223.7021075839198
Iceland,2012,1,3188.72890894644
Iceland,2012,2,3191.482074123
Iceland,2012,3,3423.86021625552
Iceland,2012,4,3352.6065298593603
Iceland,2013,1,3369.1876707294
Iceland,2013,2,3402.5992660778397
Iceland,2013,3,3653.48947940532
Iceland,2013,4,3568.8685831534804
Iceland,2014,1,3347.24878755936
Iceland,2014,2,3576.24798021468
Iceland,2014,3,3986.8532058708
Iceland,2014,4,3902.45376296736
Iceland,2015,1,3833.80822552284
Iceland,2015,2,4086.54936022356
Iceland,2015,3,4287.92046175188
Iceland,2015,4,4178.89683523764
Iceland,2016,1,4005.22883322852
Iceland,2016,2,4367.507937704279
Iceland,2016,3,4784.946070707
Iceland,2016,4,4636.71091421316
Iceland,2017,1,4240.67874761304
Iceland,2017,2,4575.315473649
Iceland,2017,3,5005.19499863796
Iceland,2017,4,4863.843469451161
Iceland,2018,1,4597.91514503604
Iceland,2018,2,4908.562758515161
Iceland,2018,3,5245.52760217188
Iceland,2018,4,5161.464625484879
Iceland,2019,1,4758.24022562124
Iceland,2019,2,5288.5667032506
Iceland,2019,3,5538.18177391068
Iceland,2019,4,5632.217294932079
Iceland,2020,1,4825.08484728732
Iceland,2020,2,4987.32871398156
Ireland,2011,1,49399.44765080073
Ireland,2011,2,50446.81680137033
Ireland,2011,3,51100.55878934748
Ireland,2011,4,49264.17857231388
Ireland,2012,1,50840.795312218615
Ireland,2012,2,51130.89185543241
Ireland,2012,3,52427.95249979766
Ireland,2012,4,50675.19316764683
Ireland,2013,1,50713.13877927431
Ireland,2013,2,51962.53317693468
Ireland,2013,3,54885.39931701806
Ireland,2013,4,52798.50779359193
Ireland,2014,1,54443.7545594649
Ireland,2014,2,56565.66379238676
Ireland,2014,3,59260.27068227891
Ireland,2014,4,58280.126164654284
Ireland,2015,1,74099.23003424372
Ireland,2015,2,73731.71975866647
Ireland,2015,3,79541.73163282589
Ireland,2015,4,80470.69642118753
Ireland,2016,1,75609.79330205618
Ireland,2016,2,74273.73300129603
Ireland,2016,3,80508.64203281503
Ireland,2016,4,86769.31660309341
Ireland,2017,1,82012.76391593761
Ireland,2017,2,82523.03869945902
Ireland,2017,3,91647.08443850363
Ireland,2017,4,95618.49089000933
Ireland,2018,1,93283.19614972553
Ireland,2018,2,91354.87980575499
Ireland,2018,3,99597.27565488704
Ireland,2018,4,98718.08520276516
Ireland,2019,1,99465.40294287301
Ireland,2019,2,99467.74526457842
Ireland,2019,3,109181.4704929575
Ireland,2019,4,108878.60829644927
Ireland,2020,1,107243.5506299948
Ireland,2020,2,96970.83032662202
Italy,2011,1,458574.3561432896
Italy,2011,2,485745.52215810004
Italy,2011,3,478577.4321591497
Italy,2011,4,508060.9381615312
Italy,2012,1,454992.4777913919
Italy,2012,2,476414.53229638335
Italy,2012,3,470656.9884284249
Italy,2012,4,500321.3216664632
Italy,2013,1,445144.0690649523
Italy,2013,2,471709.8620350022
Italy,2013,3,471324.3158822934
Italy,2013,4,500611.6524418475
Italy,2014,1,452652.38129161205
Italy,2014,2,475001.64384368615
Italy,2014,3,474232.65962780325
Italy,2014,4,504067.0454216536
Italy,2015,1,456484.4196016464
Italy,2015,2,483165.2205674315
Italy,2015,3,484245.38222187664
Italy,2015,4,514791.9509302539
Italy,2016,1,470711.33029199013
Italy,2016,2,496569.624990924
Italy,2016,3,494182.2135926951
Italy,2016,4,524575.9458097949
Italy,2017,1,481961.9699073675
Italy,2017,2,506172.7926348082
Italy,2017,3,504430.33951816114
Italy,2017,4,541264.4023803435
Italy,2018,1,495184.49305043573
Italy,2018,2,518409.5496881589
Italy,2018,3,512111.51508667937
Italy,2018,4,548494.2125562312
Italy,2019,1,501046.5044664551
Italy,2019,2,520458.1442517017
Italy,2019,3,519440.639702876
Italy,2019,4,555136.2171001487
Italy,2020,1,476562.91837642045
Italy,2020,2,433390.8843276815
Japan,2011,1,1160859.21394737
Japan,2011,2,1146539.4746418898
Japan,2011,3,1163491.26552204
Japan,2011,4,1234138.2489664198
Japan,2012,1,1186077.69573174
Japan,2012,2,1169373.88642956
Japan,2012,3,1154492.1193778699
Japan,2012,4,1229061.80755176
Japan,2013,1,1180453.58843832
Japan,2013,2,1186886.74759809
Japan,2013,3,1188013.6754639999
Japan,2013,4,1262339.21189124
Japan,2014,1,1219514.99552883
Japan,2014,2,1212293.84857497
Japan,2014,3,1201680.42852942
Japan,2014,4,1286656.7258575798
Japan,2015,1,1261251.5397963598
Japan,2015,2,1258423.20936654
Japan,2015,3,1247314.7836228798
Japan,2015,4,1320173.4946545598
Japan,2016,1,1275289.78649982
Japan,2016,2,1266666.92128284
Japan,2016,3,1251412.70313528
Japan,2016,4,1334173.4430448199
Japan,2017,1,1287866.9525547
Japan,2017,2,1287408.3302541298
Japan,2017,3,1283319.9853200298
Japan,2017,4,1368142.13193756
Japan,2018,1,1303670.7514966798
Japan,2018,2,1301943.4975713599
Japan,2018,3,1275285.9566684999
Japan,2018,4,1354974.21440157
Japan,2019,1,1315829.50847985
Japan,2019,2,1319169.1213908899
Japan,2019,3,1304979.5963502899
Japan,2019,4,1362040.2531869698
Japan,2020,1,1303762.6674483598
Japan,2020,2,1204442.6943689699
"Korea, Rep.",2011,1,290162.7872448
"Korea, Rep.",2011,2,303943.96312344
"Korea, Rep.",2011,3,309522.8330106
"Korea, Rep.",2011,4,324723.97551852
"Korea, Rep.",2012,1,304736.19413148
"Korea, Rep.",2012,2,316853.22501366003
"Korea, Rep.",2012,3,320000.39320434
"Korea, Rep.",2012,4,332021.29156746
"Korea, Rep.",2013,1,314296.47144786
"Korea, Rep.",2013,2,329960.5004367
"Korea, Rep.",2013,3,335966.08550736
"Korea, Rep.",2013,4,347077.12981704
"Korea, Rep.",2014,1,330370.14701286
"Korea, Rep.",2014,2,343642.27157622
"Korea, Rep.",2014,3,347939.05026852
"Korea, Rep.",2014,4,360277.6192926
"Korea, Rep.",2015,1,348688.65397740004
"Korea, Rep.",2015,2,363823.82145384
"Korea, Rep.",2015,3,372140.56670904
"Korea, Rep.",2015,4,381673.33968924003
"Korea, Rep.",2016,1,365677.31302188
"Korea, Rep.",2016,2,384231.95046102
"Korea, Rep.",2016,3,388617.34441008
"Korea, Rep.",2016,4,400990.58127912
"Korea, Rep.",2017,1,382962.32907774
"Korea, Rep.",2017,2,401635.56238446
"Korea, Rep.",2017,3,418699.30561356
"Korea, Rep.",2017,4,420164.46425502
"Korea, Rep.",2018,1,397829.52826278
"Korea, Rep.",2018,2,418329.72162354004
"Korea, Rep.",2018,3,429399.90740166
"Korea, Rep.",2018,4,433171.6274319
"Korea, Rep.",2019,1,402298.2311658
"Korea, Rep.",2019,2,424421.97630660003
"Korea, Rep.",2019,3,430851.44653260004
"Korea, Rep.",2019,4,439596.05667024
"Korea, Rep.",2020,1,405226.77968112
"Korea, Rep.",2020,2,417719.31992478
Luxembourg,2011,1,12355.86411207027
Luxembourg,2011,2,12572.177521563959
Luxembourg,2011,3,12352.93620993852
Luxembourg,2011,4,13271.71189888167
Luxembourg,2012,1,12566.08748512992
Luxembourg,2012,2,12918.72401787789
Luxembourg,2012,3,12505.88981730114
Luxembourg,2012,4,13671.66333007872
Luxembourg,2013,1,12806.87815644504
Luxembourg,2013,2,13564.384995971399
Luxembourg,2013,3,13459.80033182529
Luxembourg,2013,4,14627.33058588192
Luxembourg,2014,1,14110.26306941487
Luxembourg,2014,2,14199.38841030534
Luxembourg,2014,3,14413.593730264169
Luxembourg,2014,4,15629.141579281499
Luxembourg,2015,1,14889.08503646037
Luxembourg,2015,2,15231.532469789849
Luxembourg,2015,3,14586.92553646377
Luxembourg,2015,4,16269.88368179367
Luxembourg,2016,1,15425.24247482643
Luxembourg,2016,2,15849.085587418558
Luxembourg,2016,3,15766.518747303207
Luxembourg,2016,4,17217.46992771324
Luxembourg,2017,1,16012.81387462602
Luxembourg,2017,2,16476.35934012468
Luxembourg,2017,3,16188.136654275208
Luxembourg,2017,4,17861.25704844243
Luxembourg,2018,1,16838.24804360898
Luxembourg,2018,2,17387.054019184197
Luxembourg,2018,3,17368.19832945573
Luxembourg,2018,4,18738.339411029458
Luxembourg,2019,1,17674.33977635151
Luxembourg,2019,2,18532.917797465878
Luxembourg,2019,3,18303.955850763028
Luxembourg,2019,4,19876.590643768588
Luxembourg,2020,1,18319.180941848128
Luxembourg,2020,2,17816.167355613477
Mexico,2011,1,165014.47618896898
Mexico,2011,2,170546.21950504213
Mexico,2011,3,173700.2393449389
Mexico,2011,4,186671.8307496702
Mexico,2012,1,182848.80213820274
Mexico,2012,2,186387.19523494947
Mexico,2012,3,187094.32813918107
Mexico,2012,4,194277.31049458872
Mexico,2013,1,187063.64945886584
Mexico,2013,2,192166.63152494607
Mexico,2013,3,192229.16573209138
Mexico,2013,4,200949.86414629497
Mexico,2014,1,198953.9846560315
Mexico,2014,2,206753.25970263523
Mexico,2014,3,207144.81267229526
Mexico,2014,4,216839.2376891235
Mexico,2015,1,210923.0831534095
Mexico,2015,2,219489.84245091915
Mexico,2015,3,221728.35637323195
Mexico,2015,4,229170.09785608124
Mexico,2016,1,225100.48668232124
Mexico,2016,2,237102.29486932227
Mexico,2016,3,239200.84947265318
Mexico,2016,4,253790.35807709425
Mexico,2017,1,252881.94645604104
Mexico,2017,2,258681.76401934843
Mexico,2017,3,257745.05588310267
Mexico,2017,4,271544.0083505292
Mexico,2018,1,269378.8148132977
Mexico,2018,2,280928.02111768344
Mexico,2018,3,277499.45437472116
Mexico,2018,4,288513.7554660372
Mexico,2019,1,284122.52352861955
Mexico,2019,2,288482.725629907
Mexico,2019,3,284877.494294608
Mexico,2019,4,292676.87373888644
Mexico,2020,1,288673.79710135225
Mexico,2020,2,236425.3850919163
Netherlands,2011,1,187669.15735835338
Netherlands,2011,2,193583.51966448838
Netherlands,2011,3,186152.5040541069
Netherlands,2011,4,194269.8199241706
Netherlands,2012,1,188459.6909339259
Netherlands,2012,2,194930.35464509338
Netherlands,2012,3,185516.5637110908
Netherlands,2012,4,195821.6080539981
Netherlands,2013,1,189035.9020734543
Netherlands,2013,2,196877.99514313348
Netherlands,2013,3,189134.2795850811
Netherlands,2013,4,198460.23345513118
Netherlands,2014,1,192576.3213311664
Netherlands,2014,2,198977.88655202457
Netherlands,2014,3,191909.93080598008
Netherlands,2014,4,203040.6435500409
Netherlands,2015,1,195039.2726043945
Netherlands,2015,2,205469.6311585407
Netherlands,2015,3,199684.0965462027
Netherlands,2015,4,207917.3573406837
Netherlands,2016,1,200660.84469735448
Netherlands,2016,2,210712.9182960786
Netherlands,2016,3,204057.21117018448
Netherlands,2016,4,214145.59075534227
Netherlands,2017,1,208730.14297245748
Netherlands,2017,2,219988.5122494626
Netherlands,2017,3,212802.26925729538
Netherlands,2017,4,222966.7742978787
Netherlands,2018,1,220278.96014093218
Netherlands,2018,2,230452.8344683371
Netherlands,2018,3,222785.24436571018
Netherlands,2018,4,232946.2359237354
Netherlands,2019,1,230209.2330109755
Netherlands,2019,2,241829.49099146487
Netherlands,2019,3,233390.10588690868
Netherlands,2019,4,243500.73752826778
Netherlands,2020,1,235364.68308456088
Netherlands,2020,2,224064.1520168586
New Zealand,2011,1,34755.502472586
New Zealand,2011,2,34660.6114641048
New Zealand,2011,3,34072.5545101368
New Zealand,2011,4,37712.49340589099
New Zealand,2012,1,36092.663796324596
New Zealand,2012,2,35921.592682443
New Zealand,2012,3,34415.364984438595
New Zealand,2012,4,37929.0052843974
New Zealand,2013,1,37105.0573023036
New Zealand,2013,2,36780.289484543995
New Zealand,2013,3,36701.4363929892
New Zealand,2013,4,41799.4892359686
New Zealand,2014,1,40232.4511029516
New Zealand,2014,2,39508.740101647796
New Zealand,2014,3,38410.1427921894
New Zealand,2014,4,42593.3661238254
New Zealand,2015,1,41365.1289858786
New Zealand,2015,2,41358.446520492595
New Zealand,2015,3,40393.4985187542
New Zealand,2015,4,44523.262127302194
New Zealand,2016,1,43826.2809875424
New Zealand,2016,2,43540.271469021594
New Zealand,2016,3,42675.56044807319
New Zealand,2016,4,47712.80285604
New Zealand,2017,1,46821.361973547595
New Zealand,2017,2,46356.930629220595
New Zealand,2017,3,45979.37133491159
New Zealand,2017,4,51477.703854512394
New Zealand,2018,1,49446.90262370699
New Zealand,2018,2,48962.42388322199
New Zealand,2018,3,47819.722302215996
New Zealand,2018,4,52817.53816440539
New Zealand,2019,1,51366.1066825662
New Zealand,2019,2,50879.623202465395
New Zealand,2019,3,50093.09702653319
New Zealand,2019,4,55731.0930727014
New Zealand,2020,1,53214.476608333796
New Zealand,2020,2,46965.7032258852
Norway,2011,1,74092.849825438
Norway,2011,2,72527.3990233198
Norway,2011,3,73525.1765771704
Norway,2011,4,79765.9309856696
Norway,2012,1,81601.2574731636
Norway,2012,2,78013.725779704
Norway,2012,3,76259.5875206796
Norway,2012,4,82440.5246761926
Norway,2013,1,80327.80507476079
Norway,2013,2,81520.069244694
Norway,2013,3,80778.7433966442
Norway,2013,4,87197.7682538994
Norway,2014,1,85385.9605786208
Norway,2014,2,82740.4700758164
Norway,2014,3,81963.8123135252
Norway,2014,4,87207.54091103
Norway,2015,1,83612.4917890084
Norway,2015,2,83709.5740092948
Norway,2015,3,81925.7956033688
Norway,2015,4,84866.1840894768
Norway,2016,1,80421.0211889296
Norway,2016,2,83711.6144541902
Norway,2016,3,80264.0143238204
Norway,2016,4,88319.1538116766
Norway,2017,1,89452.567255153
Norway,2017,2,86219.2138388002
Norway,2017,3,85061.852015762
Norway,2017,4,93163.492168866
Norway,2018,1,92667.6640592838
Norway,2018,2,93999.32283312379
Norway,2018,3,92619.65990832359
Norway,2018,4,99898.8933767448
Norway,2019,1,96906.8494172322
Norway,2019,2,93257.5674177276
Norway,2019,3,91130.7794857012
Norway,2019,4,99877.092833915
Norway,2020,1,96564.6990258246
Norway,2020,2,85909.6031738824
Poland,2011,1,92745.88275227316
Poland,2011,2,97373.90413991848
Poland,2011,3,99769.89094530608
Poland,2011,4,114079.91118283375
Poland,2012,1,97897.24149250383
Poland,2012,2,102716.62211903419
Poland,2012,3,103573.92285362951
Poland,2012,4,115922.0081298318
Poland,2013,1,98436.02268557588
Poland,2013,2,103643.6392888148
Poland,2013,3,105083.91277340063
Poland,2013,4,120028.90947754928
Poland,2014,1,103011.42157166309
Poland,2014,2,107831.24050418388
Poland,2014,3,109577.60626632876
Poland,2014,4,123153.12879470029
Poland,2015,1,107180.04671591664
Poland,2015,2,111956.52492079452
Poland,2015,3,113436.60690239444
Poland,2015,4,131578.14341211668
Poland,2016,1,110910.82995842595
Poland,2016,2,116054.45388706063
Poland,2016,3,117264.56516125484
Poland,2016,4,135624.58431585875
Poland,2017,1,118206.07221142529
Poland,2017,2,123472.34446926719
Poland,2017,3,126698.07029726304
Poland,2017,4,144532.09648063363
Poland,2018,1,125877.7419620966
Poland,2018,2,131094.8981663039
Poland,2018,3,135616.72059073616
Poland,2018,4,154127.62013687272
Poland,2019,1,134512.11214671138
Poland,2019,2,141314.8531626881
Poland,2019,3,145887.15812413688
Poland,2019,4,164470.12033164283
Poland,2020,1,142379.29215182428
Poland,2020,2,135324.34471240736
Slovak Republic,2011,1,19135.362940094758
Slovak Republic,2011,2,20827.104791819907
Slovak Republic,2011,3,21987.725196845608
Slovak Republic,2011,4,21558.846092586868
Slovak Republic,2012,1,19928.94153388428
Slovak Republic,2012,2,21512.93658716103
Slovak Republic,2012,3,22761.5111722245
Slovak Republic,2012,4,21965.59025672958
Slovak Republic,2013,1,20177.344750741948
Slovak Republic,2013,2,21792.02421835944
Slovak Republic,2013,3,22991.52716369478
Slovak Republic,2013,4,22230.506841610317
Slovak Republic,2014,1,20571.32326159023
Slovak Republic,2014,2,22265.99301544713
Slovak Republic,2014,3,23593.620958067848
Slovak Republic,2014,4,22893.383884238516
Slovak Republic,2015,1,21351.19927340316
Slovak Republic,2015,2,23254.921239467007
Slovak Republic,2015,3,24650.125163288518
Slovak Republic,2015,4,24164.44475767383
Slovak Republic,2016,1,21836.996795103118
Slovak Republic,2016,2,23761.09696000395
Slovak Republic,2016,3,24812.68228964328
Slovak Republic,2016,4,24513.5678078637
Slovak Republic,2017,1,22483.477585793516
Slovak Republic,2017,2,24770.403382860808
Slovak Republic,2017,3,26026.00493304048
Slovak Republic,2017,4,25721.0346469974
Slovak Republic,2018,1,23735.79988558563
Slovak Republic,2018,2,26332.380612106797
Slovak Republic,2018,3,27752.413146005547
Slovak Republic,2018,4,27004.744057641867
Slovak Republic,2019,1,25282.90337200233
Slovak Republic,2019,2,27624.40526480544
Slovak Republic,2019,3,28709.017330490908
Slovak Republic,2019,4,28314.921703557357
Slovak Republic,2020,1,25123.508379949857
Slovak Republic,2020,2,24748.73690708586
Spain,2011,1,303001.5646496913
Spain,2011,2,319119.08030454867
Spain,2011,3,303908.04314968106
Spain,2011,4,319808.894046789
Spain,2012,1,295499.1082272951
Spain,2012,2,307461.34517677285
Spain,2012,3,296701.89042301796
Spain,2012,4,307920.4402310313
Spain,2013,1,289096.3718455842
Spain,2013,2,303597.68552371557
Spain,2013,3,294194.4350373873
Spain,2013,4,308103.14132405247
Spain,2014,1,290678.61015758186
